user_id,occurred_at,experiment,experiment_group,location,device,user_type
404,2014-06-26 09:31:23,publisher_update,control_group,Brazil,nexus 10,3
8601,2014-06-23 09:31:41,publisher_update,control_group,Japan,macbook pro,3
8612,2014-06-09 09:31:31,publisher_update,control_group,Germany,lenovo thinkpad,2
8614,2014-06-23 09:31:29,publisher_update,control_group,Mexico,iphone 5,3
428,2014-06-13 09:31:22,publisher_update,control_group,Brazil,iphone 5s,1
429,2014-06-06 09:31:19,publisher_update,control_group,United States,macbook pro,2
430,2014-06-05 08:52:49,publisher_update,test_group,Indonesia,macbook pro,3
437,2014-06-07 09:53:59,publisher_update,control_group,Brazil,ipad air,2
13108,2014-06-12 08:53:04,publisher_update,control_group,Thailand,iphone 4s,3
441,2014-06-03 17:33:08,publisher_update,test_group,United Kingdom,asus chromebook,1
8636,2014-06-09 09:31:25,publisher_update,control_group,United Kingdom,ipad mini,2
8637,2014-06-30 09:31:15,publisher_update,test_group,Finland,nexus 5,3
451,2014-06-23 09:31:38,publisher_update,control_group,Germany,macbook air,1
457,2014-06-03 10:40:18,publisher_update,control_group,United States,mac mini,2
460,2014-06-03 09:31:38,publisher_update,control_group,Spain,nexus 10,2
466,2014-06-03 09:46:49,publisher_update,control_group,United States,dell inspiron notebook,1
8659,2014-06-04 17:43:00,publisher_update,control_group,United States,lenovo thinkpad,1
8660,2014-06-03 09:31:21,publisher_update,test_group,Brazil,macbook air,1
8663,2014-06-24 09:31:06,publisher_update,control_group,Indonesia,macbook pro,2
12367,2014-06-05 15:13:49,publisher_update,test_group,Russia,nexus 7,1
489,2014-06-26 09:31:20,publisher_update,control_group,Russia,macbook air,1
491,2014-06-12 09:31:44,publisher_update,control_group,India,nexus 7,3
492,2014-06-12 09:31:28,publisher_update,test_group,United States,macbook pro,1
493,2014-06-26 09:31:31,publisher_update,test_group,Japan,ipad mini,3
501,2014-06-04 10:08:19,publisher_update,test_group,United States,samsung galaxy s4,1
503,2014-06-04 14:54:41,publisher_update,control_group,Canada,acer aspire notebook,2
8701,2014-06-17 09:31:16,publisher_update,control_group,Nigeria,macbook pro,3
8705,2014-06-06 15:37:09,publisher_update,control_group,United States,lenovo thinkpad,1
8710,2014-06-04 09:31:21,publisher_update,control_group,Argentina,lenovo thinkpad,3
521,2014-06-04 19:57:25,publisher_update,control_group,Mexico,lenovo thinkpad,1
523,2014-06-03 10:31:27,publisher_update,control_group,Saudi Arabia,macbook air,1
8718,2014-06-04 09:31:34,publisher_update,control_group,Iraq,macbook pro,3
527,2014-06-30 09:31:16,publisher_update,test_group,Korea,dell inspiron desktop,1
529,2014-06-07 10:59:23,publisher_update,test_group,Germany,lenovo thinkpad,1
8733,2014-06-04 09:31:24,publisher_update,control_group,Indonesia,nexus 7,1
8735,2014-06-02 06:53:31,publisher_update,control_group,Egypt,lenovo thinkpad,3
552,2014-06-05 16:41:27,publisher_update,control_group,United States,dell inspiron notebook,1
8746,2014-06-11 09:31:44,publisher_update,test_group,Germany,macbook pro,1
566,2014-06-05 08:16:10,publisher_update,test_group,Japan,lenovo thinkpad,1
575,2014-06-26 09:31:24,publisher_update,test_group,Argentina,mac mini,1
576,2014-06-12 09:31:18,publisher_update,test_group,Japan,iphone 4s,1
581,2014-06-20 09:31:24,publisher_update,control_group,United States,dell inspiron notebook,1
2828,2014-06-03 09:14:59,publisher_update,test_group,United States,asus chromebook,2
586,2014-06-13 09:31:39,publisher_update,test_group,Iraq,hp pavilion desktop,1
8779,2014-06-05 09:31:20,publisher_update,test_group,United States,samsung galaxy s4,1
589,2014-06-27 09:31:25,publisher_update,test_group,Belgium,dell inspiron notebook,1
8782,2014-06-05 12:45:39,publisher_update,control_group,Korea,dell inspiron notebook,3
591,2014-06-20 09:31:40,publisher_update,control_group,Italy,macbook pro,1
597,2014-06-01 01:02:31,publisher_update,control_group,United States,nexus 5,1
602,2014-06-23 09:31:21,publisher_update,control_group,Japan,macbook pro,3
8802,2014-06-27 09:31:14,publisher_update,control_group,Malaysia,acer aspire notebook,3
614,2014-06-09 09:31:24,publisher_update,control_group,India,hp pavilion desktop,1
8807,2014-06-11 17:01:48,publisher_update,test_group,United States,iphone 4s,2
8808,2014-06-05 17:45:39,publisher_update,control_group,France,macbook pro,2
621,2014-06-03 17:36:36,publisher_update,test_group,Saudi Arabia,nexus 10,2
8814,2014-06-05 07:28:07,publisher_update,test_group,United States,asus chromebook,3
8823,2014-06-06 11:29:57,publisher_update,test_group,Austria,macbook air,2
633,2014-06-25 09:31:21,publisher_update,test_group,Malaysia,acer aspire desktop,3
8829,2014-06-13 09:31:36,publisher_update,control_group,Russia,dell inspiron desktop,3
8834,2014-06-06 09:31:35,publisher_update,control_group,United States,macbook air,3
643,2014-06-11 09:31:37,publisher_update,test_group,India,macbook pro,1
644,2014-06-12 09:31:27,publisher_update,test_group,United States,ipad air,1
8837,2014-06-13 09:31:12,publisher_update,control_group,Argentina,dell inspiron desktop,1
8847,2014-06-02 16:38:02,publisher_update,control_group,Germany,macbook pro,3
660,2014-06-06 09:31:12,publisher_update,test_group,United Kingdom,samsung galaxy s4,2
8856,2014-06-02 09:31:17,publisher_update,control_group,Korea,iphone 5,2
668,2014-06-20 09:31:23,publisher_update,test_group,Italy,acer aspire notebook,2
1477,2014-06-05 09:31:32,publisher_update,test_group,United Arab Emirates,macbook pro,2
2844,2014-06-16 09:31:34,publisher_update,test_group,United States,iphone 5s,1
684,2014-06-05 17:23:24,publisher_update,test_group,Hong Kong,iphone 5s,1
700,2014-06-05 19:28:40,publisher_update,control_group,United Kingdom,macbook air,1
702,2014-06-03 13:29:38,publisher_update,test_group,Nigeria,htc one,1
703,2014-06-03 09:31:08,publisher_update,test_group,United Kingdom,dell inspiron notebook,3
8897,2014-06-30 09:31:28,publisher_update,control_group,Netherlands,samsumg galaxy tablet,3
714,2014-06-04 09:31:40,publisher_update,test_group,Norway,nexus 7,1
8909,2014-06-02 12:16:48,publisher_update,control_group,United States,acer aspire notebook,3
719,2014-06-11 09:31:40,publisher_update,test_group,Russia,ipad air,1
8912,2014-06-09 09:31:23,publisher_update,control_group,Japan,lenovo thinkpad,3
726,2014-06-18 09:31:32,publisher_update,control_group,United States,windows surface,3
8921,2014-06-09 09:31:32,publisher_update,control_group,Spain,macbook air,3
8922,2014-06-02 09:31:37,publisher_update,test_group,India,samsumg galaxy tablet,3
8925,2014-06-07 07:42:49,publisher_update,control_group,United States,macbook pro,1
745,2014-06-13 09:31:34,publisher_update,test_group,Russia,macbook air,1
746,2014-06-07 02:35:14,publisher_update,control_group,Japan,samsung galaxy s4,3
8939,2014-06-04 00:56:03,publisher_update,test_group,Russia,nexus 5,1
753,2014-06-05 14:59:31,publisher_update,test_group,Japan,nexus 5,1
8947,2014-06-17 09:31:29,publisher_update,control_group,United States,iphone 4s,2
756,2014-06-06 09:31:15,publisher_update,test_group,Poland,acer aspire notebook,1
8950,2014-06-24 09:31:31,publisher_update,test_group,United States,lenovo thinkpad,1
759,2014-06-16 09:31:37,publisher_update,test_group,Russia,nokia lumia 635,1
8953,2014-06-24 09:31:20,publisher_update,control_group,Germany,nexus 5,3
771,2014-06-16 09:31:27,publisher_update,test_group,Brazil,iphone 5,2
772,2014-06-16 09:31:53,publisher_update,control_group,Germany,ipad air,2
775,2014-06-09 09:31:20,publisher_update,control_group,United Kingdom,iphone 5,3
8970,2014-06-03 19:17:36,publisher_update,control_group,United States,iphone 5,2
8971,2014-06-10 09:31:20,publisher_update,test_group,Germany,nexus 7,2
780,2014-06-30 09:31:24,publisher_update,test_group,United States,iphone 5s,2
8981,2014-06-24 09:31:43,publisher_update,control_group,Australia,lenovo thinkpad,2
8983,2014-06-11 09:31:31,publisher_update,control_group,United States,macbook pro,2
800,2014-06-24 09:31:30,publisher_update,control_group,Australia,iphone 5,3
802,2014-06-04 09:31:28,publisher_update,control_group,Canada,nexus 7,3
806,2014-06-04 09:31:13,publisher_update,test_group,India,macbook pro,2
9003,2014-06-04 09:31:09,publisher_update,control_group,Switzerland,hp pavilion desktop,1
9007,2014-06-18 09:31:23,publisher_update,test_group,Japan,iphone 4s,3
819,2014-06-26 09:31:33,publisher_update,test_group,United States,dell inspiron notebook,1
822,2014-06-07 07:31:31,publisher_update,control_group,France,lenovo thinkpad,2
823,2014-06-12 09:31:23,publisher_update,control_group,Canada,kindle fire,3
825,2014-06-05 09:31:31,publisher_update,test_group,United States,kindle fire,1
827,2014-06-03 09:24:20,publisher_update,test_group,India,iphone 5s,1
9025,2014-06-05 09:31:18,publisher_update,control_group,Belgium,nexus 5,2
9033,2014-06-05 09:31:31,publisher_update,test_group,United States,lenovo thinkpad,1
9036,2014-06-05 09:31:37,publisher_update,control_group,United States,macbook pro,3
11064,2014-06-06 17:23:01,publisher_update,control_group,Australia,lenovo thinkpad,2
857,2014-06-02 13:59:41,publisher_update,control_group,Canada,acer aspire notebook,1
864,2014-06-09 09:31:37,publisher_update,test_group,United States,macbook pro,1
9065,2014-06-03 10:17:48,publisher_update,test_group,Brazil,lenovo thinkpad,1
9074,2014-06-06 09:31:20,publisher_update,control_group,Taiwan,nexus 5,3
8342,2014-06-09 09:31:33,publisher_update,test_group,Turkey,kindle fire,3
9097,2014-06-13 09:31:13,publisher_update,control_group,United States,iphone 4s,3
9098,2014-06-06 09:31:45,publisher_update,test_group,Netherlands,macbook pro,3
908,2014-06-12 09:31:35,publisher_update,test_group,United States,acer aspire notebook,3
914,2014-06-02 02:41:58,publisher_update,test_group,United Kingdom,macbook air,1
9107,2014-06-13 09:31:29,publisher_update,control_group,United States,dell inspiron notebook,2
916,2014-06-05 12:22:40,publisher_update,control_group,United States,nokia lumia 635,1
919,2014-06-12 09:31:24,publisher_update,test_group,United States,nokia lumia 635,1
931,2014-06-27 09:31:40,publisher_update,test_group,Brazil,macbook pro,1
9124,2014-06-23 09:31:17,publisher_update,test_group,Japan,iphone 5,1
934,2014-06-27 09:31:20,publisher_update,test_group,Egypt,macbook pro,2
9137,2014-06-02 09:31:42,publisher_update,control_group,United Arab Emirates,macbook pro,3
949,2014-06-16 09:31:31,publisher_update,test_group,United States,lenovo thinkpad,3
952,2014-06-01 07:46:31,publisher_update,test_group,Mexico,samsung galaxy s4,3
9146,2014-06-30 09:31:38,publisher_update,control_group,United States,macbook pro,3
9147,2014-06-03 17:04:19,publisher_update,test_group,United States,asus chromebook,2
9151,2014-06-30 09:31:03,publisher_update,test_group,Israel,nexus 7,3
960,2014-06-16 09:31:32,publisher_update,test_group,United Kingdom,macbook air,3
9153,2014-06-16 09:31:06,publisher_update,test_group,Singapore,nexus 5,3
966,2014-06-30 09:31:33,publisher_update,control_group,United Kingdom,lenovo thinkpad,1
9162,2014-06-09 09:31:24,publisher_update,test_group,Japan,macbook air,3
973,2014-06-02 16:24:56,publisher_update,control_group,United States,macbook pro,1
9166,2014-06-30 09:31:08,publisher_update,control_group,United States,lenovo thinkpad,3
9174,2014-06-16 09:31:38,publisher_update,control_group,Sweden,samsung galaxy s4,3
9185,2014-06-01 14:32:15,publisher_update,control_group,Australia,lenovo thinkpad,2
9191,2014-06-09 09:31:32,publisher_update,control_group,United States,macbook pro,2
9193,2014-06-24 09:31:21,publisher_update,control_group,Denmark,lenovo thinkpad,2
1012,2014-06-04 08:51:15,publisher_update,test_group,United States,iphone 5,1
1018,2014-06-05 09:31:28,publisher_update,test_group,United States,iphone 5,1
1019,2014-06-20 09:31:21,publisher_update,test_group,India,samsung galaxy s4,2
9213,2014-06-01 13:17:22,publisher_update,control_group,Russia,iphone 5,3
1024,2014-06-06 09:31:19,publisher_update,test_group,United States,macbook pro,1
9217,2014-06-03 09:31:25,publisher_update,control_group,Belgium,macbook air,3
9223,2014-06-17 09:31:35,publisher_update,test_group,Colombia,lenovo thinkpad,3
1033,2014-06-02 09:31:14,publisher_update,control_group,Switzerland,iphone 5s,1
1035,2014-06-30 09:31:25,publisher_update,test_group,United States,lenovo thinkpad,1
9229,2014-06-02 10:36:10,publisher_update,test_group,Italy,macbook pro,3
1047,2014-06-06 18:28:13,publisher_update,control_group,Italy,lenovo thinkpad,1
9241,2014-06-24 09:31:19,publisher_update,test_group,United States,acer aspire notebook,1
1055,2014-06-30 09:31:24,publisher_update,control_group,Venezuela,macbook pro,3
1061,2014-06-17 09:31:31,publisher_update,test_group,Australia,kindle fire,2
1063,2014-06-24 09:31:14,publisher_update,test_group,Canada,hp pavilion desktop,1
9258,2014-06-04 09:31:22,publisher_update,test_group,Korea,iphone 5s,1
9264,2014-06-11 09:31:10,publisher_update,control_group,United States,ipad air,3
1078,2014-06-04 10:34:38,publisher_update,test_group,United States,macbook air,1
1080,2014-06-25 09:31:26,publisher_update,test_group,United States,lenovo thinkpad,1
9290,2014-06-12 09:31:22,publisher_update,test_group,Japan,lenovo thinkpad,3
1104,2014-06-07 09:10:14,publisher_update,test_group,United States,dell inspiron desktop,3
9303,2014-06-03 13:14:52,publisher_update,control_group,Japan,nexus 10,1
12474,2014-06-12 07:38:01,publisher_update,control_group,United States,lenovo thinkpad,2
9318,2014-06-12 09:31:26,publisher_update,control_group,United States,macbook pro,1
1127,2014-06-16 09:31:27,publisher_update,control_group,United Kingdom,macbook pro,3
9320,2014-06-05 09:31:25,publisher_update,control_group,Italy,macbook air,3
9326,2014-06-12 09:31:21,publisher_update,control_group,United States,ipad mini,2
1135,2014-06-23 09:31:24,publisher_update,test_group,Korea,lenovo thinkpad,2
1139,2014-06-02 09:31:12,publisher_update,test_group,Japan,ipad air,1
9346,2014-06-20 09:31:28,publisher_update,test_group,Indonesia,macbook pro,1
9353,2014-06-06 09:31:38,publisher_update,control_group,Poland,dell inspiron notebook,1
1165,2014-06-20 15:55:19,publisher_update,control_group,France,htc one,3
1170,2014-06-03 17:51:06,publisher_update,test_group,Iran,dell inspiron desktop,1
12483,2014-06-05 04:15:27,publisher_update,control_group,Germany,samsung galaxy s4,3
1179,2014-06-12 09:31:25,publisher_update,test_group,Korea,iphone 5,3
1194,2014-06-04 14:28:43,publisher_update,control_group,Indonesia,amazon fire phone,1
1208,2014-06-06 09:31:31,publisher_update,test_group,Philippines,macbook pro,3
9403,2014-06-16 09:31:37,publisher_update,control_group,Belgium,macbook pro,3
1215,2014-06-16 09:31:28,publisher_update,control_group,France,iphone 5s,1
1220,2014-06-09 09:31:37,publisher_update,test_group,Colombia,lenovo thinkpad,2
1225,2014-06-16 09:31:32,publisher_update,test_group,India,macbook pro,1
11127,2014-06-05 15:13:20,publisher_update,control_group,United States,ipad mini,2
9421,2014-06-03 11:29:01,publisher_update,control_group,Spain,macbook pro,3
9423,2014-06-09 09:31:27,publisher_update,test_group,United States,nexus 10,3
9426,2014-06-02 09:31:33,publisher_update,control_group,Turkey,dell inspiron desktop,3
9430,2014-06-02 09:31:26,publisher_update,control_group,United States,kindle fire,3
9440,2014-06-02 09:31:29,publisher_update,control_group,United States,dell inspiron notebook,3
9441,2014-06-09 09:31:23,publisher_update,test_group,Netherlands,iphone 5s,3
9455,2014-06-23 09:31:38,publisher_update,test_group,United Arab Emirates,iphone 5s,2
1271,2014-06-05 18:01:01,publisher_update,control_group,United States,macbook pro,1
9464,2014-06-02 12:21:27,publisher_update,control_group,Germany,macbook pro,3
9466,2014-06-09 09:31:40,publisher_update,test_group,United States,iphone 5s,1
1275,2014-06-04 09:31:12,publisher_update,test_group,Japan,nexus 7,1
1283,2014-06-05 09:31:20,publisher_update,control_group,United States,dell inspiron notebook,1
9479,2014-06-10 09:31:47,publisher_update,test_group,United States,dell inspiron notebook,1
9482,2014-06-03 09:31:19,publisher_update,test_group,United States,asus chromebook,1
1293,2014-06-04 12:30:33,publisher_update,control_group,Germany,iphone 5,3
1297,2014-06-13 09:31:25,publisher_update,test_group,Sweden,lenovo thinkpad,1
9492,2014-06-02 09:22:15,publisher_update,control_group,United States,macbook pro,1
1301,2014-06-04 13:34:39,publisher_update,test_group,France,macbook air,1
1306,2014-06-20 09:31:29,publisher_update,test_group,India,dell inspiron desktop,1
1311,2014-06-03 13:07:49,publisher_update,control_group,Taiwan,dell inspiron notebook,1
1312,2014-06-30 09:31:46,publisher_update,test_group,France,nexus 5,1
1319,2014-06-02 13:16:41,publisher_update,control_group,United Kingdom,lenovo thinkpad,1
1322,2014-06-23 09:31:21,publisher_update,control_group,United States,samsung galaxy note,3
9516,2014-06-17 09:31:27,publisher_update,control_group,Japan,macbook pro,3
1326,2014-06-09 09:31:51,publisher_update,control_group,Korea,lenovo thinkpad,2
9536,2014-06-04 09:31:43,publisher_update,test_group,Brazil,macbook pro,2
1351,2014-06-03 09:31:22,publisher_update,test_group,France,nexus 5,1
1352,2014-06-17 09:31:25,publisher_update,control_group,Netherlands,samsung galaxy s4,3
9548,2014-06-11 09:31:20,publisher_update,control_group,Brazil,dell inspiron notebook,3
1361,2014-06-04 09:31:32,publisher_update,test_group,Taiwan,ipad air,1
1371,2014-06-04 11:39:34,publisher_update,control_group,Japan,iphone 5,1
9565,2014-06-11 09:31:25,publisher_update,control_group,France,ipad air,2
9566,2014-06-03 16:10:56,publisher_update,control_group,United States,lenovo thinkpad,3
11152,2014-06-12 11:03:39,publisher_update,control_group,United States,nexus 7,2
1380,2014-06-19 09:31:20,publisher_update,control_group,United States,lenovo thinkpad,1
1381,2014-06-01 16:37:30,publisher_update,test_group,Germany,iphone 5s,1
1384,2014-06-03 19:57:49,publisher_update,control_group,Norway,iphone 5s,1
1386,2014-06-12 09:31:13,publisher_update,control_group,United States,iphone 5,3
9579,2014-06-26 09:31:30,publisher_update,control_group,India,lenovo thinkpad,2
9586,2014-06-26 09:31:20,publisher_update,control_group,United States,iphone 5,1
9589,2014-06-12 09:31:22,publisher_update,test_group,Korea,lenovo thinkpad,2
1401,2014-06-13 09:31:45,publisher_update,test_group,Nigeria,ipad air,2
1410,2014-06-09 09:31:32,publisher_update,control_group,Brazil,nexus 5,1
1412,2014-06-02 07:46:54,publisher_update,control_group,Spain,lenovo thinkpad,1
1415,2014-06-02 09:31:42,publisher_update,control_group,Japan,macbook air,1
1419,2014-06-23 09:31:13,publisher_update,control_group,Argentina,macbook air,3
1423,2014-06-02 09:31:17,publisher_update,test_group,United States,samsung galaxy s4,1
1424,2014-06-09 09:31:30,publisher_update,control_group,Spain,nexus 5,1
11160,2014-06-03 11:29:59,publisher_update,control_group,United Kingdom,macbook pro,3
1427,2014-06-02 09:31:26,publisher_update,control_group,France,iphone 5s,2
1428,2014-06-02 19:20:36,publisher_update,control_group,United States,windows surface,1
9624,2014-06-13 09:31:30,publisher_update,control_group,United States,kindle fire,1
9626,2014-06-03 07:50:55,publisher_update,control_group,Korea,lenovo thinkpad,1
9630,2014-06-27 09:31:37,publisher_update,control_group,United States,acer aspire desktop,2
1439,2014-06-10 09:31:18,publisher_update,control_group,United States,hp pavilion desktop,1
1440,2014-06-10 09:31:29,publisher_update,test_group,Russia,samsung galaxy s4,1
9639,2014-06-06 09:31:37,publisher_update,test_group,United Kingdom,macbook air,2
9653,2014-06-20 09:31:20,publisher_update,test_group,United States,nokia lumia 635,3
9655,2014-06-02 10:25:21,publisher_update,control_group,South Africa,acer aspire notebook,3
1465,2014-06-18 09:31:21,publisher_update,test_group,Japan,nokia lumia 635,2
9665,2014-06-13 09:31:35,publisher_update,control_group,Brazil,htc one,2
9669,2014-06-04 15:04:51,publisher_update,control_group,United States,nokia lumia 635,3
9677,2014-06-02 09:31:22,publisher_update,control_group,Japan,samsung galaxy s4,3
2979,2014-06-09 09:31:21,publisher_update,test_group,United States,iphone 5,3
1492,2014-06-12 07:48:11,publisher_update,test_group,United States,nexus 5,2
9685,2014-06-02 09:31:29,publisher_update,control_group,United States,macbook air,2
9687,2014-06-23 09:31:30,publisher_update,test_group,United States,macbook pro,3
1496,2014-06-05 07:48:45,publisher_update,test_group,Germany,mac mini,1
1505,2014-06-13 09:31:14,publisher_update,control_group,Austria,lenovo thinkpad,1
