score,value
3.23,0.9993810489096131
3.24,0.9994023515020656
3.25,0.9994229749576092
3.26,0.9994429389309754
3.27,0.9994622625781703
3.28,0.999480964566793
3.29,0.9994990630862143
3.3,0.9995165758576162
3.31,0.9995335201438924
3.32,0.9995499127594079
3.33,0.9995657700796183
3.34,0.9995811080505497
3.35,0.999595942198136
3.36,0.999610287637418
3.37,0.9996241590816
3.38,0.9996375708509669
3.39,0.999650536881662
3.4,0.9996630707343231
3.41,0.9996751856025812
3.42,0.9996868943214188
3.43,0.9996982093753914
3.44,0.9997091429067093
3.45,0.9997197067231838
3.46,0.9997299123060366
3.47,0.9997397708175726
3.48,0.9997492931087195
3.49,0.9997584897264322
3.5,0.9997673709209645
3.51,0.999775946653009
3.52,0.9997842266007053
3.53,0.9997922201665194
3.54,0.9997999364839927
3.55,0.9998073844243643
3.56,0.9998145726030667
3.57,0.9998215093860952
3.58,0.9998282028962541
3.59,0.9998346610192799
3.6,0.9998408914098424
3.61,0.9998469014974263
3.62,0.9998526984920926
3.63,0.9998582893901242
3.64,0.9998636809795542
3.65,0.9998688798455795
3.66,0.9998738923758614
3.67,0.9998787247657146
3.68,0.9998833830231846
3.69,0.9998878729740177
3.7,0.9998922002665226
3.71,0.999896370376326
3.72,0.999900388611024
3.73,0.9999042601147311
3.74,0.9999079898725258
3.75,0.9999115827147992
3.76,0.999915043321502
3.77,0.9999183762262973
3.78,0.9999215858206164
3.79,0.9999246763576213
3.8,0.9999276519560749
3.81,0.9999305166041201
3.82,0.9999332741629703
3.83,0.9999359283705112
3.84,0.9999384828448168
3.85,0.999940941087581
3.86,0.9999433064874658
3.87,0.9999455823233663
3.88,0.9999477717675982
3.89,0.9999498778890038
3.9,0.9999519036559824
3.91,0.9999538519394437
3.92,0.9999557255156879
3.93,0.9999575270692113
3.94,0.9999592591954414
3.95,0.9999609244034022
3.96,0.9999625251183089
3.97,0.9999640636840972
3.98,0.999965542365885
3.99,0.9999669633523707
